Código;Vigencia
5.47095E+18;2021-03-30
5.47095E+18;2021-03-30
5.47095E+18;2021-03-30
5.47105E+18;2021-03-30
5.47105E+18;2021-03-30
5.47105E+18;2021-03-30
5.47105E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47106E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47117E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47128E+18;2021-03-30
5.47129E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.47139E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4714E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.4715E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47151E+18;2021-03-30
5.47161E+18;2021-03-30
5.47161E+18;2021-03-30
5.47161E+18;2021-03-30
5.47161E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47162E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47173E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
5.47184E+18;2021-03-30
